account_id,customer_id,account_type,balance,currency,opening_date,status
998,493,استثمار,24599.66,USD,2022-02-28,نشط
999,494,استثمار,20335.36,SAR,2023-08-04,نشط
1000,494,جاري,3952.55,USD,2024-08-08,نشط
1001,494,توفير,2096.41,EUR,2022-10-07,نشط
1002,495,استثمار,57021.93,EUR,2025-02-23,نشط
1003,496,استثمار,3117.82,EUR,2023-07-06,نشط
1004,496,توفير,98049.11,USD,2023-12-20,نشط
1005,497,جاري,51983.12,EUR,2022-06-24,نشط
1006,497,توفير,80833.78,USD,2022-11-08,نشط
1007,497,توفير,27580.22,EUR,2023-11-04,نشط
1008,498,جاري,76142.38,SAR,2025-03-02,نشط
1009,498,استثمار,31095.71,USD,2023-08-13,نشط
1010,498,توفير,10847.12,SAR,2022-01-10,نشط
1011,499,توفير,14222.21,SAR,2023-07-29,نشط
1012,500,جاري,26305.03,EUR,2024-10-09,نشط
1013,500,جاري,99932.7,USD,2019-12-26,نشط
